algorithm,function_index,dimension,instance_index,budget,seed
BIPOP_CMA_ES,10,20,26,20000,21280834
BIPOP_CMA_ES,10,20,27,20000,21280835
BIPOP_CMA_ES,10,20,28,20000,21280836
BIPOP_CMA_ES,10,20,29,20000,21280837
BIPOP_CMA_ES,10,20,30,20000,21280838
BIPOP_CMA_ES,11,20,21,20000,21380829
BIPOP_CMA_ES,11,20,22,20000,21380830
BIPOP_CMA_ES,11,20,23,20000,21380831
BIPOP_CMA_ES,11,20,24,20000,21380832
BIPOP_CMA_ES,11,20,25,20000,21380833
BIPOP_CMA_ES,11,20,26,20000,21380834
BIPOP_CMA_ES,11,20,27,20000,21380835
BIPOP_CMA_ES,11,20,28,20000,21380836
BIPOP_CMA_ES,11,20,29,20000,21380837
BIPOP_CMA_ES,11,20,30,20000,21380838
BIPOP_CMA_ES,12,20,21,20000,21480829
BIPOP_CMA_ES,12,20,22,20000,21480830
BIPOP_CMA_ES,12,20,23,20000,21480831
BIPOP_CMA_ES,12,20,24,20000,21480832
BIPOP_CMA_ES,12,20,25,20000,21480833
BIPOP_CMA_ES,12,20,26,20000,21480834
BIPOP_CMA_ES,12,20,27,20000,21480835
BIPOP_CMA_ES,12,20,28,20000,21480836
BIPOP_CMA_ES,12,20,29,20000,21480837
BIPOP_CMA_ES,12,20,30,20000,21480838
BIPOP_CMA_ES,13,20,21,20000,21580829
BIPOP_CMA_ES,13,20,22,20000,21580830
BIPOP_CMA_ES,13,20,23,20000,21580831
BIPOP_CMA_ES,13,20,24,20000,21580832
BIPOP_CMA_ES,13,20,25,20000,21580833
BIPOP_CMA_ES,13,20,26,20000,21580834
BIPOP_CMA_ES,13,20,27,20000,21580835
BIPOP_CMA_ES,13,20,28,20000,21580836
BIPOP_CMA_ES,13,20,29,20000,21580837
BIPOP_CMA_ES,13,20,30,20000,21580838
BIPOP_CMA_ES,14,20,21,20000,21680829
BIPOP_CMA_ES,14,20,22,20000,21680830
BIPOP_CMA_ES,14,20,23,20000,21680831
BIPOP_CMA_ES,14,20,24,20000,21680832
BIPOP_CMA_ES,14,20,25,20000,21680833
BIPOP_CMA_ES,14,20,26,20000,21680834
BIPOP_CMA_ES,14,20,27,20000,21680835
BIPOP_CMA_ES,14,20,28,20000,21680836
BIPOP_CMA_ES,14,20,29,20000,21680837
BIPOP_CMA_ES,14,20,30,20000,21680838
BIPOP_CMA_ES,15,20,21,20000,21780829
BIPOP_CMA_ES,15,20,22,20000,21780830
BIPOP_CMA_ES,15,20,23,20000,21780831
BIPOP_CMA_ES,15,20,24,20000,21780832
BIPOP_CMA_ES,15,20,25,20000,21780833
BIPOP_CMA_ES,15,20,26,20000,21780834
BIPOP_CMA_ES,15,20,27,20000,21780835
BIPOP_CMA_ES,15,20,28,20000,21780836
BIPOP_CMA_ES,15,20,29,20000,21780837
BIPOP_CMA_ES,15,20,30,20000,21780838
BIPOP_CMA_ES,16,20,21,20000,21880829
BIPOP_CMA_ES,16,20,22,20000,21880830
BIPOP_CMA_ES,16,20,23,20000,21880831
BIPOP_CMA_ES,16,20,24,20000,21880832
BIPOP_CMA_ES,16,20,25,20000,21880833
BIPOP_CMA_ES,16,20,26,20000,21880834
BIPOP_CMA_ES,16,20,27,20000,21880835
BIPOP_CMA_ES,16,20,28,20000,21880836
BIPOP_CMA_ES,16,20,29,20000,21880837
BIPOP_CMA_ES,16,20,30,20000,21880838
BIPOP_CMA_ES,17,20,21,20000,21980829
BIPOP_CMA_ES,17,20,22,20000,21980830
BIPOP_CMA_ES,17,20,23,20000,21980831
BIPOP_CMA_ES,17,20,24,20000,21980832
BIPOP_CMA_ES,17,20,25,20000,21980833
BIPOP_CMA_ES,17,20,26,20000,21980834
BIPOP_CMA_ES,17,20,27,20000,21980835
BIPOP_CMA_ES,17,20,28,20000,21980836
BIPOP_CMA_ES,17,20,29,20000,21980837
BIPOP_CMA_ES,17,20,30,20000,21980838
BIPOP_CMA_ES,18,20,21,20000,22080829
BIPOP_CMA_ES,18,20,22,20000,22080830
BIPOP_CMA_ES,18,20,23,20000,22080831
BIPOP_CMA_ES,18,20,24,20000,22080832
BIPOP_CMA_ES,18,20,25,20000,22080833
BIPOP_CMA_ES,18,20,26,20000,22080834
BIPOP_CMA_ES,18,20,27,20000,22080835
BIPOP_CMA_ES,18,20,28,20000,22080836
BIPOP_CMA_ES,18,20,29,20000,22080837
BIPOP_CMA_ES,18,20,30,20000,22080838
BIPOP_CMA_ES,19,20,21,20000,22180829
BIPOP_CMA_ES,19,20,22,20000,22180830
BIPOP_CMA_ES,19,20,23,20000,22180831
BIPOP_CMA_ES,19,20,24,20000,22180832
BIPOP_CMA_ES,19,20,25,20000,22180833
BIPOP_CMA_ES,19,20,26,20000,22180834
BIPOP_CMA_ES,19,20,27,20000,22180835
BIPOP_CMA_ES,19,20,28,20000,22180836
BIPOP_CMA_ES,19,20,29,20000,22180837
BIPOP_CMA_ES,19,20,30,20000,22180838
BIPOP_CMA_ES,20,20,21,20000,22280829
BIPOP_CMA_ES,20,20,22,20000,22280830
BIPOP_CMA_ES,20,20,23,20000,22280831
BIPOP_CMA_ES,20,20,24,20000,22280832
BIPOP_CMA_ES,20,20,25,20000,22280833
BIPOP_CMA_ES,20,20,26,20000,22280834
BIPOP_CMA_ES,20,20,27,20000,22280835
BIPOP_CMA_ES,20,20,28,20000,22280836
BIPOP_CMA_ES,20,20,29,20000,22280837
BIPOP_CMA_ES,20,20,30,20000,22280838
BIPOP_CMA_ES,21,20,21,20000,22380829
BIPOP_CMA_ES,21,20,22,20000,22380830
BIPOP_CMA_ES,21,20,23,20000,22380831
BIPOP_CMA_ES,21,20,24,20000,22380832
BIPOP_CMA_ES,21,20,25,20000,22380833
BIPOP_CMA_ES,21,20,26,20000,22380834
BIPOP_CMA_ES,21,20,27,20000,22380835
BIPOP_CMA_ES,21,20,28,20000,22380836
BIPOP_CMA_ES,21,20,29,20000,22380837
BIPOP_CMA_ES,21,20,30,20000,22380838
BIPOP_CMA_ES,22,20,21,20000,22480829
BIPOP_CMA_ES,22,20,22,20000,22480830
BIPOP_CMA_ES,22,20,23,20000,22480831
BIPOP_CMA_ES,22,20,24,20000,22480832
BIPOP_CMA_ES,22,20,25,20000,22480833
BIPOP_CMA_ES,22,20,26,20000,22480834
BIPOP_CMA_ES,22,20,27,20000,22480835
BIPOP_CMA_ES,22,20,28,20000,22480836
BIPOP_CMA_ES,22,20,29,20000,22480837
BIPOP_CMA_ES,22,20,30,20000,22480838
BIPOP_CMA_ES,23,20,21,20000,22580829
BIPOP_CMA_ES,23,20,22,20000,22580830
BIPOP_CMA_ES,23,20,23,20000,22580831
BIPOP_CMA_ES,23,20,24,20000,22580832
BIPOP_CMA_ES,23,20,25,20000,22580833
BIPOP_CMA_ES,23,20,26,20000,22580834
BIPOP_CMA_ES,23,20,27,20000,22580835
BIPOP_CMA_ES,23,20,28,20000,22580836
BIPOP_CMA_ES,23,20,29,20000,22580837
BIPOP_CMA_ES,23,20,30,20000,22580838
BIPOP_CMA_ES,24,20,21,20000,22680829
BIPOP_CMA_ES,24,20,22,20000,22680830
BIPOP_CMA_ES,24,20,23,20000,22680831
BIPOP_CMA_ES,24,20,24,20000,22680832
BIPOP_CMA_ES,24,20,25,20000,22680833
BIPOP_CMA_ES,24,20,26,20000,22680834
BIPOP_CMA_ES,24,20,27,20000,22680835
BIPOP_CMA_ES,24,20,28,20000,22680836
BIPOP_CMA_ES,24,20,29,20000,22680837
BIPOP_CMA_ES,24,20,30,20000,22680838
L_SHADE_1_0_1,1,5,21,5000,20365829
L_SHADE_1_0_1,1,5,22,5000,20365830
L_SHADE_1_0_1,1,5,23,5000,20365831
L_SHADE_1_0_1,1,5,24,5000,20365832
L_SHADE_1_0_1,1,5,25,5000,20365833
L_SHADE_1_0_1,1,5,26,5000,20365834
L_SHADE_1_0_1,1,5,27,5000,20365835
L_SHADE_1_0_1,1,5,28,5000,20365836
L_SHADE_1_0_1,1,5,29,5000,20365837
L_SHADE_1_0_1,1,5,30,5000,20365838
L_SHADE_1_0_1,2,5,21,5000,20465829
L_SHADE_1_0_1,2,5,22,5000,20465830
L_SHADE_1_0_1,2,5,23,5000,20465831
L_SHADE_1_0_1,2,5,24,5000,20465832
L_SHADE_1_0_1,2,5,25,5000,20465833
L_SHADE_1_0_1,2,5,26,5000,20465834
L_SHADE_1_0_1,2,5,27,5000,20465835
L_SHADE_1_0_1,2,5,28,5000,20465836
L_SHADE_1_0_1,2,5,29,5000,20465837
L_SHADE_1_0_1,2,5,30,5000,20465838
L_SHADE_1_0_1,3,5,21,5000,20565829
L_SHADE_1_0_1,3,5,22,5000,20565830
L_SHADE_1_0_1,3,5,23,5000,20565831
L_SHADE_1_0_1,3,5,24,5000,20565832
L_SHADE_1_0_1,3,5,25,5000,20565833
L_SHADE_1_0_1,3,5,26,5000,20565834
L_SHADE_1_0_1,3,5,27,5000,20565835
L_SHADE_1_0_1,3,5,28,5000,20565836
L_SHADE_1_0_1,3,5,29,5000,20565837
L_SHADE_1_0_1,3,5,30,5000,20565838
L_SHADE_1_0_1,4,5,21,5000,20665829
L_SHADE_1_0_1,4,5,22,5000,20665830
L_SHADE_1_0_1,4,5,23,5000,20665831
L_SHADE_1_0_1,4,5,24,5000,20665832
L_SHADE_1_0_1,4,5,25,5000,20665833
L_SHADE_1_0_1,4,5,26,5000,20665834
L_SHADE_1_0_1,4,5,27,5000,20665835
L_SHADE_1_0_1,4,5,28,5000,20665836
L_SHADE_1_0_1,4,5,29,5000,20665837
L_SHADE_1_0_1,4,5,30,5000,20665838
L_SHADE_1_0_1,5,5,21,5000,20765829
L_SHADE_1_0_1,5,5,22,5000,20765830
L_SHADE_1_0_1,5,5,23,5000,20765831
L_SHADE_1_0_1,5,5,24,5000,20765832
L_SHADE_1_0_1,5,5,25,5000,20765833
L_SHADE_1_0_1,5,5,26,5000,20765834
L_SHADE_1_0_1,5,5,27,5000,20765835
L_SHADE_1_0_1,5,5,28,5000,20765836
L_SHADE_1_0_1,5,5,29,5000,20765837
L_SHADE_1_0_1,5,5,30,5000,20765838
L_SHADE_1_0_1,6,5,21,5000,20865829
L_SHADE_1_0_1,6,5,22,5000,20865830
L_SHADE_1_0_1,6,5,23,5000,20865831
L_SHADE_1_0_1,6,5,24,5000,20865832
L_SHADE_1_0_1,6,5,25,5000,20865833
L_SHADE_1_0_1,6,5,26,5000,20865834
L_SHADE_1_0_1,6,5,27,5000,20865835
L_SHADE_1_0_1,6,5,28,5000,20865836
L_SHADE_1_0_1,6,5,29,5000,20865837
L_SHADE_1_0_1,6,5,30,5000,20865838
L_SHADE_1_0_1,7,5,21,5000,20965829
L_SHADE_1_0_1,7,5,22,5000,20965830
L_SHADE_1_0_1,7,5,23,5000,20965831
L_SHADE_1_0_1,7,5,24,5000,20965832
L_SHADE_1_0_1,7,5,25,5000,20965833
L_SHADE_1_0_1,7,5,26,5000,20965834
L_SHADE_1_0_1,7,5,27,5000,20965835
L_SHADE_1_0_1,7,5,28,5000,20965836
L_SHADE_1_0_1,7,5,29,5000,20965837
L_SHADE_1_0_1,7,5,30,5000,20965838
L_SHADE_1_0_1,8,5,21,5000,21065829
L_SHADE_1_0_1,8,5,22,5000,21065830
L_SHADE_1_0_1,8,5,23,5000,21065831
L_SHADE_1_0_1,8,5,24,5000,21065832
L_SHADE_1_0_1,8,5,25,5000,21065833
L_SHADE_1_0_1,8,5,26,5000,21065834
L_SHADE_1_0_1,8,5,27,5000,21065835
L_SHADE_1_0_1,8,5,28,5000,21065836
L_SHADE_1_0_1,8,5,29,5000,21065837
L_SHADE_1_0_1,8,5,30,5000,21065838
L_SHADE_1_0_1,9,5,21,5000,21165829
L_SHADE_1_0_1,9,5,22,5000,21165830
L_SHADE_1_0_1,9,5,23,5000,21165831
L_SHADE_1_0_1,9,5,24,5000,21165832
L_SHADE_1_0_1,9,5,25,5000,21165833
L_SHADE_1_0_1,9,5,26,5000,21165834
L_SHADE_1_0_1,9,5,27,5000,21165835
L_SHADE_1_0_1,9,5,28,5000,21165836
L_SHADE_1_0_1,9,5,29,5000,21165837
L_SHADE_1_0_1,9,5,30,5000,21165838
L_SHADE_1_0_1,10,5,21,5000,21265829
L_SHADE_1_0_1,10,5,22,5000,21265830
L_SHADE_1_0_1,10,5,23,5000,21265831
L_SHADE_1_0_1,10,5,24,5000,21265832
L_SHADE_1_0_1,10,5,25,5000,21265833
L_SHADE_1_0_1,10,5,26,5000,21265834
L_SHADE_1_0_1,10,5,27,5000,21265835
L_SHADE_1_0_1,10,5,28,5000,21265836
L_SHADE_1_0_1,10,5,29,5000,21265837
L_SHADE_1_0_1,10,5,30,5000,21265838
L_SHADE_1_0_1,11,5,21,5000,21365829
L_SHADE_1_0_1,11,5,22,5000,21365830
L_SHADE_1_0_1,11,5,23,5000,21365831
L_SHADE_1_0_1,11,5,24,5000,21365832
L_SHADE_1_0_1,11,5,25,5000,21365833
L_SHADE_1_0_1,11,5,26,5000,21365834
L_SHADE_1_0_1,11,5,27,5000,21365835
L_SHADE_1_0_1,11,5,28,5000,21365836
L_SHADE_1_0_1,11,5,29,5000,21365837
L_SHADE_1_0_1,11,5,30,5000,21365838
L_SHADE_1_0_1,12,5,21,5000,21465829
L_SHADE_1_0_1,12,5,22,5000,21465830
L_SHADE_1_0_1,12,5,23,5000,21465831
L_SHADE_1_0_1,12,5,24,5000,21465832
L_SHADE_1_0_1,12,5,25,5000,21465833
L_SHADE_1_0_1,12,5,26,5000,21465834
L_SHADE_1_0_1,12,5,27,5000,21465835
L_SHADE_1_0_1,12,5,28,5000,21465836
L_SHADE_1_0_1,12,5,29,5000,21465837
L_SHADE_1_0_1,12,5,30,5000,21465838
L_SHADE_1_0_1,13,5,21,5000,21565829
L_SHADE_1_0_1,13,5,22,5000,21565830
L_SHADE_1_0_1,13,5,23,5000,21565831
L_SHADE_1_0_1,13,5,24,5000,21565832
L_SHADE_1_0_1,13,5,25,5000,21565833
L_SHADE_1_0_1,13,5,26,5000,21565834
L_SHADE_1_0_1,13,5,27,5000,21565835
L_SHADE_1_0_1,13,5,28,5000,21565836
L_SHADE_1_0_1,13,5,29,5000,21565837
L_SHADE_1_0_1,13,5,30,5000,21565838
L_SHADE_1_0_1,14,5,21,5000,21665829
L_SHADE_1_0_1,14,5,22,5000,21665830
L_SHADE_1_0_1,14,5,23,5000,21665831
L_SHADE_1_0_1,14,5,24,5000,21665832
L_SHADE_1_0_1,14,5,25,5000,21665833
L_SHADE_1_0_1,14,5,26,5000,21665834
L_SHADE_1_0_1,14,5,27,5000,21665835
L_SHADE_1_0_1,14,5,28,5000,21665836
L_SHADE_1_0_1,14,5,29,5000,21665837
L_SHADE_1_0_1,14,5,30,5000,21665838
L_SHADE_1_0_1,15,5,21,5000,21765829
L_SHADE_1_0_1,15,5,22,5000,21765830
L_SHADE_1_0_1,15,5,23,5000,21765831
L_SHADE_1_0_1,15,5,24,5000,21765832
L_SHADE_1_0_1,15,5,25,5000,21765833
L_SHADE_1_0_1,15,5,26,5000,21765834
L_SHADE_1_0_1,15,5,27,5000,21765835
L_SHADE_1_0_1,15,5,28,5000,21765836
L_SHADE_1_0_1,15,5,29,5000,21765837
L_SHADE_1_0_1,15,5,30,5000,21765838
L_SHADE_1_0_1,16,5,21,5000,21865829
L_SHADE_1_0_1,16,5,22,5000,21865830
L_SHADE_1_0_1,16,5,23,5000,21865831
L_SHADE_1_0_1,16,5,24,5000,21865832
L_SHADE_1_0_1,16,5,25,5000,21865833
L_SHADE_1_0_1,16,5,26,5000,21865834
L_SHADE_1_0_1,16,5,27,5000,21865835
L_SHADE_1_0_1,16,5,28,5000,21865836
L_SHADE_1_0_1,16,5,29,5000,21865837
L_SHADE_1_0_1,16,5,30,5000,21865838
L_SHADE_1_0_1,17,5,21,5000,21965829
L_SHADE_1_0_1,17,5,22,5000,21965830
L_SHADE_1_0_1,17,5,23,5000,21965831
L_SHADE_1_0_1,17,5,24,5000,21965832
L_SHADE_1_0_1,17,5,25,5000,21965833
L_SHADE_1_0_1,17,5,26,5000,21965834
L_SHADE_1_0_1,17,5,27,5000,21965835
L_SHADE_1_0_1,17,5,28,5000,21965836
L_SHADE_1_0_1,17,5,29,5000,21965837
L_SHADE_1_0_1,17,5,30,5000,21965838
L_SHADE_1_0_1,18,5,21,5000,22065829
L_SHADE_1_0_1,18,5,22,5000,22065830
L_SHADE_1_0_1,18,5,23,5000,22065831
L_SHADE_1_0_1,18,5,24,5000,22065832
L_SHADE_1_0_1,18,5,25,5000,22065833
L_SHADE_1_0_1,18,5,26,5000,22065834
L_SHADE_1_0_1,18,5,27,5000,22065835
L_SHADE_1_0_1,18,5,28,5000,22065836
L_SHADE_1_0_1,18,5,29,5000,22065837
L_SHADE_1_0_1,18,5,30,5000,22065838
L_SHADE_1_0_1,19,5,21,5000,22165829
L_SHADE_1_0_1,19,5,22,5000,22165830
L_SHADE_1_0_1,19,5,23,5000,22165831
L_SHADE_1_0_1,19,5,24,5000,22165832
L_SHADE_1_0_1,19,5,25,5000,22165833
L_SHADE_1_0_1,19,5,26,5000,22165834
L_SHADE_1_0_1,19,5,27,5000,22165835
L_SHADE_1_0_1,19,5,28,5000,22165836
L_SHADE_1_0_1,19,5,29,5000,22165837
L_SHADE_1_0_1,19,5,30,5000,22165838
L_SHADE_1_0_1,20,5,21,5000,22265829
L_SHADE_1_0_1,20,5,22,5000,22265830
L_SHADE_1_0_1,20,5,23,5000,22265831
L_SHADE_1_0_1,20,5,24,5000,22265832
L_SHADE_1_0_1,20,5,25,5000,22265833
L_SHADE_1_0_1,20,5,26,5000,22265834
L_SHADE_1_0_1,20,5,27,5000,22265835
L_SHADE_1_0_1,20,5,28,5000,22265836
L_SHADE_1_0_1,20,5,29,5000,22265837
L_SHADE_1_0_1,20,5,30,5000,22265838
L_SHADE_1_0_1,21,5,21,5000,22365829
L_SHADE_1_0_1,21,5,22,5000,22365830
L_SHADE_1_0_1,21,5,23,5000,22365831
L_SHADE_1_0_1,21,5,24,5000,22365832
L_SHADE_1_0_1,21,5,25,5000,22365833
L_SHADE_1_0_1,21,5,26,5000,22365834
L_SHADE_1_0_1,21,5,27,5000,22365835
L_SHADE_1_0_1,21,5,28,5000,22365836
L_SHADE_1_0_1,21,5,29,5000,22365837
L_SHADE_1_0_1,21,5,30,5000,22365838
L_SHADE_1_0_1,22,5,21,5000,22465829
L_SHADE_1_0_1,22,5,22,5000,22465830
L_SHADE_1_0_1,22,5,23,5000,22465831
L_SHADE_1_0_1,22,5,24,5000,22465832
L_SHADE_1_0_1,22,5,25,5000,22465833
L_SHADE_1_0_1,22,5,26,5000,22465834
L_SHADE_1_0_1,22,5,27,5000,22465835
L_SHADE_1_0_1,22,5,28,5000,22465836
L_SHADE_1_0_1,22,5,29,5000,22465837
L_SHADE_1_0_1,22,5,30,5000,22465838
L_SHADE_1_0_1,23,5,21,5000,22565829
L_SHADE_1_0_1,23,5,22,5000,22565830
L_SHADE_1_0_1,23,5,23,5000,22565831
L_SHADE_1_0_1,23,5,24,5000,22565832
L_SHADE_1_0_1,23,5,25,5000,22565833
L_SHADE_1_0_1,23,5,26,5000,22565834
L_SHADE_1_0_1,23,5,27,5000,22565835
L_SHADE_1_0_1,23,5,28,5000,22565836
L_SHADE_1_0_1,23,5,29,5000,22565837
L_SHADE_1_0_1,23,5,30,5000,22565838
L_SHADE_1_0_1,24,5,21,5000,22665829
L_SHADE_1_0_1,24,5,22,5000,22665830
L_SHADE_1_0_1,24,5,23,5000,22665831
L_SHADE_1_0_1,24,5,24,5000,22665832
L_SHADE_1_0_1,24,5,25,5000,22665833
L_SHADE_1_0_1,24,5,26,5000,22665834
L_SHADE_1_0_1,24,5,27,5000,22665835
L_SHADE_1_0_1,24,5,28,5000,22665836
L_SHADE_1_0_1,24,5,29,5000,22665837
L_SHADE_1_0_1,24,5,30,5000,22665838
L_SHADE_1_0_1,1,20,21,20000,20380829
L_SHADE_1_0_1,1,20,22,20000,20380830
L_SHADE_1_0_1,1,20,23,20000,20380831
L_SHADE_1_0_1,1,20,24,20000,20380832
L_SHADE_1_0_1,1,20,25,20000,20380833
L_SHADE_1_0_1,1,20,26,20000,20380834
L_SHADE_1_0_1,1,20,27,20000,20380835
L_SHADE_1_0_1,1,20,28,20000,20380836
L_SHADE_1_0_1,1,20,29,20000,20380837
L_SHADE_1_0_1,1,20,30,20000,20380838
L_SHADE_1_0_1,2,20,21,20000,20480829
L_SHADE_1_0_1,2,20,22,20000,20480830
L_SHADE_1_0_1,2,20,23,20000,20480831
L_SHADE_1_0_1,2,20,24,20000,20480832
L_SHADE_1_0_1,2,20,25,20000,20480833
L_SHADE_1_0_1,2,20,26,20000,20480834
L_SHADE_1_0_1,2,20,27,20000,20480835
L_SHADE_1_0_1,2,20,28,20000,20480836
L_SHADE_1_0_1,2,20,29,20000,20480837
L_SHADE_1_0_1,2,20,30,20000,20480838
L_SHADE_1_0_1,3,20,21,20000,20580829
L_SHADE_1_0_1,3,20,22,20000,20580830
L_SHADE_1_0_1,3,20,23,20000,20580831
L_SHADE_1_0_1,3,20,24,20000,20580832
L_SHADE_1_0_1,3,20,25,20000,20580833
L_SHADE_1_0_1,3,20,26,20000,20580834
L_SHADE_1_0_1,3,20,27,20000,20580835
L_SHADE_1_0_1,3,20,28,20000,20580836
L_SHADE_1_0_1,3,20,29,20000,20580837
L_SHADE_1_0_1,3,20,30,20000,20580838
L_SHADE_1_0_1,4,20,21,20000,20680829
L_SHADE_1_0_1,4,20,22,20000,20680830
L_SHADE_1_0_1,4,20,23,20000,20680831
L_SHADE_1_0_1,4,20,24,20000,20680832
L_SHADE_1_0_1,4,20,25,20000,20680833
L_SHADE_1_0_1,4,20,26,20000,20680834
L_SHADE_1_0_1,4,20,27,20000,20680835
L_SHADE_1_0_1,4,20,28,20000,20680836
L_SHADE_1_0_1,4,20,29,20000,20680837
L_SHADE_1_0_1,4,20,30,20000,20680838
L_SHADE_1_0_1,5,20,21,20000,20780829
L_SHADE_1_0_1,5,20,22,20000,20780830
L_SHADE_1_0_1,5,20,23,20000,20780831
L_SHADE_1_0_1,5,20,24,20000,20780832
L_SHADE_1_0_1,5,20,25,20000,20780833
L_SHADE_1_0_1,5,20,26,20000,20780834
L_SHADE_1_0_1,5,20,27,20000,20780835
L_SHADE_1_0_1,5,20,28,20000,20780836
L_SHADE_1_0_1,5,20,29,20000,20780837
L_SHADE_1_0_1,5,20,30,20000,20780838
L_SHADE_1_0_1,6,20,21,20000,20880829
L_SHADE_1_0_1,6,20,22,20000,20880830
L_SHADE_1_0_1,6,20,23,20000,20880831
L_SHADE_1_0_1,6,20,24,20000,20880832
L_SHADE_1_0_1,6,20,25,20000,20880833
L_SHADE_1_0_1,6,20,26,20000,20880834
L_SHADE_1_0_1,6,20,27,20000,20880835
L_SHADE_1_0_1,6,20,28,20000,20880836
L_SHADE_1_0_1,6,20,29,20000,20880837
L_SHADE_1_0_1,6,20,30,20000,20880838
L_SHADE_1_0_1,7,20,21,20000,20980829
L_SHADE_1_0_1,7,20,22,20000,20980830
L_SHADE_1_0_1,7,20,23,20000,20980831
L_SHADE_1_0_1,7,20,24,20000,20980832
L_SHADE_1_0_1,7,20,25,20000,20980833
L_SHADE_1_0_1,7,20,26,20000,20980834
L_SHADE_1_0_1,7,20,27,20000,20980835
L_SHADE_1_0_1,7,20,28,20000,20980836
L_SHADE_1_0_1,7,20,29,20000,20980837
L_SHADE_1_0_1,7,20,30,20000,20980838
L_SHADE_1_0_1,8,20,21,20000,21080829
L_SHADE_1_0_1,8,20,22,20000,21080830
L_SHADE_1_0_1,8,20,23,20000,21080831
L_SHADE_1_0_1,8,20,24,20000,21080832
L_SHADE_1_0_1,8,20,25,20000,21080833
L_SHADE_1_0_1,8,20,26,20000,21080834
L_SHADE_1_0_1,8,20,27,20000,21080835
L_SHADE_1_0_1,8,20,28,20000,21080836
L_SHADE_1_0_1,8,20,29,20000,21080837
L_SHADE_1_0_1,8,20,30,20000,21080838
L_SHADE_1_0_1,9,20,21,20000,21180829
L_SHADE_1_0_1,9,20,22,20000,21180830
L_SHADE_1_0_1,9,20,23,20000,21180831
L_SHADE_1_0_1,9,20,24,20000,21180832
L_SHADE_1_0_1,9,20,25,20000,21180833
L_SHADE_1_0_1,9,20,26,20000,21180834
L_SHADE_1_0_1,9,20,27,20000,21180835
L_SHADE_1_0_1,9,20,28,20000,21180836
L_SHADE_1_0_1,9,20,29,20000,21180837
L_SHADE_1_0_1,9,20,30,20000,21180838
L_SHADE_1_0_1,10,20,21,20000,21280829
L_SHADE_1_0_1,10,20,22,20000,21280830
L_SHADE_1_0_1,10,20,23,20000,21280831
L_SHADE_1_0_1,10,20,24,20000,21280832
L_SHADE_1_0_1,10,20,25,20000,21280833
L_SHADE_1_0_1,10,20,26,20000,21280834
L_SHADE_1_0_1,10,20,27,20000,21280835
L_SHADE_1_0_1,10,20,28,20000,21280836
L_SHADE_1_0_1,10,20,29,20000,21280837
L_SHADE_1_0_1,10,20,30,20000,21280838
L_SHADE_1_0_1,11,20,21,20000,21380829
L_SHADE_1_0_1,11,20,22,20000,21380830
L_SHADE_1_0_1,11,20,23,20000,21380831
L_SHADE_1_0_1,11,20,24,20000,21380832
L_SHADE_1_0_1,11,20,25,20000,21380833
L_SHADE_1_0_1,11,20,26,20000,21380834
L_SHADE_1_0_1,11,20,27,20000,21380835
L_SHADE_1_0_1,11,20,28,20000,21380836
L_SHADE_1_0_1,11,20,29,20000,21380837
L_SHADE_1_0_1,11,20,30,20000,21380838
L_SHADE_1_0_1,12,20,21,20000,21480829
L_SHADE_1_0_1,12,20,22,20000,21480830
L_SHADE_1_0_1,12,20,23,20000,21480831
L_SHADE_1_0_1,12,20,24,20000,21480832
L_SHADE_1_0_1,12,20,25,20000,21480833
L_SHADE_1_0_1,12,20,26,20000,21480834
L_SHADE_1_0_1,12,20,27,20000,21480835
L_SHADE_1_0_1,12,20,28,20000,21480836
L_SHADE_1_0_1,12,20,29,20000,21480837
L_SHADE_1_0_1,12,20,30,20000,21480838
L_SHADE_1_0_1,13,20,21,20000,21580829
L_SHADE_1_0_1,13,20,22,20000,21580830
L_SHADE_1_0_1,13,20,23,20000,21580831
L_SHADE_1_0_1,13,20,24,20000,21580832
L_SHADE_1_0_1,13,20,25,20000,21580833
L_SHADE_1_0_1,13,20,26,20000,21580834
L_SHADE_1_0_1,13,20,27,20000,21580835
L_SHADE_1_0_1,13,20,28,20000,21580836
L_SHADE_1_0_1,13,20,29,20000,21580837
L_SHADE_1_0_1,13,20,30,20000,21580838
L_SHADE_1_0_1,14,20,21,20000,21680829
L_SHADE_1_0_1,14,20,22,20000,21680830
L_SHADE_1_0_1,14,20,23,20000,21680831
L_SHADE_1_0_1,14,20,24,20000,21680832
L_SHADE_1_0_1,14,20,25,20000,21680833
L_SHADE_1_0_1,14,20,26,20000,21680834
L_SHADE_1_0_1,14,20,27,20000,21680835
L_SHADE_1_0_1,14,20,28,20000,21680836
L_SHADE_1_0_1,14,20,29,20000,21680837
L_SHADE_1_0_1,14,20,30,20000,21680838
L_SHADE_1_0_1,15,20,21,20000,21780829
L_SHADE_1_0_1,15,20,22,20000,21780830
L_SHADE_1_0_1,15,20,23,20000,21780831
L_SHADE_1_0_1,15,20,24,20000,21780832
L_SHADE_1_0_1,15,20,25,20000,21780833
L_SHADE_1_0_1,15,20,26,20000,21780834
L_SHADE_1_0_1,15,20,27,20000,21780835
L_SHADE_1_0_1,15,20,28,20000,21780836
L_SHADE_1_0_1,15,20,29,20000,21780837
L_SHADE_1_0_1,15,20,30,20000,21780838
L_SHADE_1_0_1,16,20,21,20000,21880829
L_SHADE_1_0_1,16,20,22,20000,21880830
